id,name,parent_id,pics,url_slug,tree_print,search_visible,child_count,index_hierarchy_data
1300415,"Forensic Engineering & Failure Analysis",13004,1300415,forensic-engineering-failure-analysis,"Services > Architectural, Engineering, & Surveying Services > Forensic Engineering & Failure Analysis",Yes,0,"1300::0::1300::services::Services|13004::1300::13004::architectural-engineering-surveying-services::Architectural, Engineering, & Surveying Services|1300415::13004::1300415::forensic-engineering-failure-analysis::Forensic Engineering & Failure Analysis"
1300416,"3-D Printing Services",13004,1300416,3d-printing-services,"Services > Architectural, Engineering, & Surveying Services > 3-D Printing Services",Yes,0,"1300::0::1300::services::Services|13004::1300::13004::architectural-engineering-surveying-services::Architectural, Engineering, & Surveying Services|1300416::13004::3d-printing-services::3-D Printing Services"
1300417,"Drone Surveillance Services",13004,1300417,drone-surveillance-services,"Services > Architectural, Engineering, & Surveying Services > Drone Surveillance Services",Yes,0,"1300::0::1300::services::Services|13004::1300::13004::architectural-engineering-surveying-services::Architectural, Engineering, & Surveying Services|1300417::13004::drone-surveillance-services::Drone Surveillance Services"
1300499,"Other Architectural, Engineering & Surveying Services",13004,1300499,other-architectural-engineering-surveying-services,"Services > Architectural, Engineering, & Surveying Services > Other Architectural, Engineering & Surveying Services",No,0,"1300::0::1300::services::Services|13004::1300::13004::architectural-engineering-surveying-services::Architectural, Engineering, & Surveying Services|1300499::13004::1300499::other-architectural-engineering-surveying-services::Other Architectural, Engineering & Surveying Services"
1300599,"Other Auctions",13005,1300599,other-auctions,"Services > Auctions > Other Auctions",No,0,"1300::0::1300::services::Services|13005::1300::13005::auctions::Auctions|1300599::13005::1300599::other-auctions::Other Auctions"
1300601,"Car Wash Services",13006,1300601,car-wash-services,"Services > Automobile Repair & Maintenance > Car Wash Services",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300601::13006::1300601::car-wash-services::Car Wash Services"
1300602,"Truck & Trailer Repair Services",13006,1300602,truck-trailer-repair-services,"Services > Automobile Repair & Maintenance > Truck & Trailer Repair Services",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300602::13006::1300602::truck-trailer-repair-services::Truck & Trailer Repair Services"
1300603,"Vehicle Customization And Modification",13006,1300603,vehicle-customization-and-modification,"Services > Automobile Repair & Maintenance > Vehicle Customization And Modification",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300603::13006::1300603::vehicle-customization-and-modification::Vehicle Customization And Modification"
1300604,"Vehicle Inspection Services",13006,1300604,vehicle-inspection-services,"Services > Automobile Repair & Maintenance > Vehicle Inspection Services",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300604::13006::1300604::vehicle-inspection-services::Vehicle Inspection Services"
1300605,"Mechanical & Electrical Repair",13006,1300605,mechanical-electrical-repair,"Services > Automobile Repair & Maintenance > Mechanical & Electrical Repair",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300605::13006::1300605::mechanical-electrical-repair::Mechanical & Electrical Repair"
1300606,"Exhaust System Repair",13006,1300606,exhaust-system-repair,"Services > Automobile Repair & Maintenance > Exhaust System Repair",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300606::13006::1300606::exhaust-system-repair::Exhaust System Repair"
1300607,"Transmission Repair",13006,1300607,transmission-repair,"Services > Automobile Repair & Maintenance > Transmission Repair",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300607::13006::1300607::transmission-repair::Transmission Repair"
1300608,"Body, Paint, Glass & Interior Repair",13006,1300608,body-paint-glass-interior-repair,"Services > Automobile Repair & Maintenance > Body, Paint, Glass & Interior Repair",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300608::13006::1300608::body-paint-glass-interior-repair::Body, Paint, Glass & Interior Repair"
1300609,"Oil Change & Lubrication Shops",13006,1300609,oil-change-lubrication-shops,"Services > Automobile Repair & Maintenance > Oil Change & Lubrication Shops",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300609::13006::1300609::oil-change-lubrication-shops::Oil Change & Lubrication Shops"
1300610,"Collision Repair Services",13006,1300610,collision-repair-services,"Services > Automobile Repair & Maintenance > Collision Repair Services",Yes,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300610::13006::1300610::collision-repair-services::Collision Repair Services"
1300699,"Other Auto Repair & Maintenance",13006,1300699,other-auto-repair-maintenance,"Services > Automobile Repair & Maintenance > Other Auto Repair & Maintenance",No,0,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance|1300699::13006::1300699::other-auto-repair-maintenance::Other Auto Repair & Maintenance"
1300799,"Other Billing Services",13007,1300799,other-billing-services,"Services > Billing Services > Other Billing Services",No,0,"1300::0::1300::services::Services|13007::1300::13007::billing-services::Billing Services|1300799::13007::1300799::other-billing-services::Other Billing Services"
1300899,"Other Catering Services",13008,1300899,other-catering-services,"Services > Catering Services > Other Catering Services",No,0,"1300::0::1300::services::Services|13008::1300::13008::catering-services::Catering Services|1300899::13008::1300899::other-catering-services::Other Catering Services"
1300999,"Other Childcare Services",13009,1300999,other-childcare-services,"Services > Childcare Services > Other Childcare Services",No,0,"1300::0::1300::services::Services|13009::1300::13009::childcare-services::Childcare Services|1300999::13009::1300999::other-childcare-services::Other Childcare Services"
1301001,"Book Printing & Binding Services",13010,1301001,book-printing-binding-services,"Services > Commercial Printing > Book Printing & Binding Services",Yes,0,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing|1301001::13010::1301001::book-printing-binding-services::Book Printing & Binding Services"
1301002,"Digital Printing",13010,1301002,digital-printing,"Services > Commercial Printing > Digital Printing",Yes,0,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing|1301002::13010::1301002::digital-printing::Digital Printing"
1301003,"Signs & Custom Signage",13010,1301003,signs-custom-signage,"Services > Commercial Printing > Signs & Custom Signage",Yes,0,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing|1301003::13010::1301003::signs-custom-signage::Signs & Custom Signage"
1301004,"Stationary, Business Cards & Envelopes",13010,1301004,stationary-business-cards-envelopes,"Services > Commercial Printing > Stationary, Business Cards & Envelopes",Yes,0,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing|1301004::13010::1301004::stationary-business-cards-envelopes::Stationary, Business Cards & Envelopes"
1301005,"Screen Printing",13010,1301005,screen-printing,"Services > Commercial Printing > Screen Printing",Yes,0,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing|1301005::13010::1301005::screen-printing::Screen Printing"
1301006,"Newspaper Printing",13010,1301006,newspaper-printing,"Services > Commercial Printing > Newspaper Printing",Yes,0,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing|1301006::13010::1301006::newspaper-printing::Newspaper Printing"
1301099,"Other Commercial Printing",13010,1301099,other-commercial-printing,"Services > Commercial Printing > Other Commercial Printing",No,0,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing|1301099::13010::1301099::other-commercial-printing::Other Commercial Printing"
1301101,"Aerospace Services & Consulting",13011,1301101,aerospace-services-consulting,"Services > Consulting > Aerospace Services & Consulting",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301101::13011::1301101::aerospace-services-consulting::Aerospace Services & Consulting"
1301102,"Agricultural Consulting",13011,1301102,agricultural-consulting,"Services > Consulting > Agricultural Consulting",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301102::13011::1301102::agricultural-consulting::Agricultural Consulting"
1301103,"Art Consulting & Appraisal",13011,1301103,art-consulting-appraisal,"Services > Consulting > Art Consulting & Appraisal",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301103::13011::1301103::art-consulting-appraisal::Art Consulting & Appraisal"
1301104,"Audio-Visual Services",13011,1301104,audio-visual-services,"Services > Consulting > Audio-Visual Services",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301104::13011::1301104::audio-visual-services::Audio-Visual Services"
1301105,"Building Control System Services",13011,1301105,building-control-system-services,"Services > Consulting > Building Control System Services",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301105::13011::1301105::building-control-system-services::Building Control System Services"
1301106,"Business & Life Coaching",13011,1301106,business-life-coaching,"Services > Consulting > Business & Life Coaching",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301106::13011::1301106::business-life-coaching::Business & Life Coaching"
1301107,"Business Process Outsourcing Services",13011,1301107,business-process-outsourcing-services,"Services > Consulting > Business Process Outsourcing Services",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301107::13011::1301107::business-process-outsourcing-services::Business Process Outsourcing Services"
1301108,"Call Centers & Telemarketing",13011,1301108,call-centers-telemarketing,"Services > Consulting > Call Centers & Telemarketing",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301108::13011::1301108::call-centers-telemarketing::Call Centers & Telemarketing"
1301109,"Computer & Electronics Repair Services",13011,1301109,computer-electronics-repair-services,"Services > Consulting > Computer & Electronics Repair Services",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301109::13011::1301109::computer-electronics-repair-services::Computer & Electronics Repair Services"
1301110,"Computer & Technology Consulting",13011,1301110,computer-technology-consulting,"Services > Consulting > Computer & Technology Consulting",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301110::13011::1301110::computer-technology-consulting::Computer & Technology Consulting"
1301111,"Computer Systems Design Services",13011,1301111,computer-systems-design-services,"Services > Consulting > Computer Systems Design Services",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301111::13011::1301111::computer-systems-design-services::Computer Systems Design Services"
1301112,"Contract Software Development",13011,1301112,contract-software-development,"Services > Consulting > Contract Software Development",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301112::13011::1301112::contract-software-development::Contract Software Development"
1301113,"Customer Intelligence Services",13011,1301113,customer-intelligence-services,"Services > Consulting > Customer Intelligence Services",Yes,0,"1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting|1301113::13011::1301113::customer-intelligence-services::Customer Intelligence Services"
